날짜,종가,오픈,고가,저가,거래량,변동 %
2021-12-08,"2,782.05","2,797.98","2,815.32","2,775.61",60.91M,0.37%
2021-12-09,"2,807.72","2,787.39","2,807.72","2,778.31",78.26M,0.92%
2021-12-10,"2,785.54","2,785.27","2,791.25","2,773.37",39.76M,-0.79%
2021-12-13,"2,778.76","2,795.63","2,823.89","2,775.82",48.56M,-0.24%
2021-12-14,"2,765.08","2,757.93","2,775.68","2,751.23",47.40M,-0.49%
2021-12-15,"2,768.66","2,754.17","2,768.66","2,746.39",34.65M,0.13%
2021-12-16,"2,784.76","2,793.13","2,797.65","2,767.64",41.69M,0.58%
2021-12-17,"2,788.98","2,760.92","2,790.38","2,760.30",59.55M,0.15%
2021-12-20,"2,733.09","2,770.45","2,771.10","2,731.32",40.55M,-2.00%
2021-12-21,"2,752.09","2,754.55","2,761.04","2,733.35",41.74M,0.70%
2021-12-22,"2,767.58","2,772.72","2,780.86","2,759.68",44.77M,0.56%
2021-12-23,"2,784.34","2,781.30","2,785.05","2,764.19",43.85M,0.61%
2021-12-24,"2,801.46","2,795.58","2,815.19","2,795.58",42.32M,0.61%
2021-12-27,"2,787.00","2,801.97","2,803.93","2,785.73",42.84M,-0.52%
2021-12-28,"2,807.03","2,793.85","2,807.03","2,777.70",76.76M,0.72%
2021-12-29,"2,772.23","2,790.05","2,792.23","2,765.27",72.48M,-1.24%
2021-12-30,"2,755.64","2,777.35","2,787.48","2,754.25",48.91M,-0.60%
2022-01-03,"2,764.07","2,777.21","2,795.08","2,756.32",41.06M,0.31%
2022-01-04,"2,759.84","2,768.24","2,773.63","2,749.82",52.34M,-0.15%
2022-01-05,"2,720.83","2,756.54","2,759.25","2,699.70",86.69M,-1.41%
2022-01-06,"2,693.30","2,693.71","2,721.18","2,687.15",63.11M,-1.01%
2022-01-07,"2,723.69","2,710.20","2,732.52","2,709.08",52.77M,1.13%
2022-01-10,"2,697.05","2,714.33","2,715.44","2,676.87",63.44M,-0.98%
2022-01-11,"2,715.25","2,705.38","2,719.41","2,694.19",64.87M,0.67%
2022-01-12,"2,755.19","2,740.17","2,756.74","2,737.14",57.41M,1.47%
2022-01-13,"2,740.95","2,763.03","2,763.03","2,737.36",58.90M,-0.52%
2022-01-14,"2,699.85","2,715.40","2,724.99","2,690.65",54.96M,-1.50%
2022-01-17,"2,676.42","2,695.68","2,698.07","2,659.47",60.20M,-0.87%
2022-01-18,"2,660.86","2,685.59","2,691.27","2,652.66",45.84M,-0.58%
2022-01-19,"2,638.64","2,636.55","2,663.20","2,627.54",56.86M,-0.84%
2022-01-20,"2,653.36","2,633.88","2,654.04","2,624.98",50.79M,0.56%
2022-01-21,"2,624.00","2,626.87","2,634.12","2,604.60",58.97M,-1.11%
2022-01-24,"2,594.56","2,612.64","2,618.53","2,581.33",49.95M,-1.12%
2022-01-25,"2,535.85","2,586.38","2,589.68","2,516.31",64.39M,-2.26%
2022-01-26,"2,521.85","2,545.43","2,554.01","2,518.50",50.38M,-0.55%
2022-01-27,"2,436.98","2,521.85","2,536.68","2,436.15",83.84M,-3.37%
2022-01-28,"2,501.10","2,446.99","2,507.81","2,430.34",70.27M,2.63%
2022-02-03,"2,521.99","2,545.24","2,558.34","2,521.99",63.40M,0.84%
2022-02-04,"2,552.35","2,534.25","2,559.53","2,525.28",48.37M,1.20%
2022-02-07,"2,524.14","2,545.73","2,545.73","2,500.19",57.52M,-1.11%
2022-02-08,"2,526.32","2,543.77","2,552.07","2,509.46",52.57M,0.09%
2022-02-09,"2,559.56","2,551.64","2,559.56","2,543.39",52.93M,1.32%
2022-02-10,"2,586.36","2,585.64","2,592.94","2,567.00",67.89M,1.05%
2022-02-11,"2,569.14","2,558.37","2,586.19","2,553.33",81.27M,-0.67%
2022-02-14,"2,532.30","2,538.10","2,550.29","2,513.71",55.96M,-1.43%
2022-02-15,"2,517.64","2,542.13","2,544.33","2,506.02",44.58M,-0.58%
2022-02-16,"2,563.51","2,556.43","2,564.89","2,545.39",44.69M,1.82%
2022-02-17,"2,579.34","2,568.58","2,601.42","2,552.94",60.30M,0.62%
2022-02-18,"2,565.09","2,550.68","2,570.91","2,541.55",40.23M,-0.55%
2022-02-21,"2,560.72","2,525.43","2,564.70","2,509.92",37.82M,-0.17%
2022-02-22,"2,526.67","2,523.41","2,532.50","2,505.74",44.32M,-1.33%
2022-02-23,"2,525.77","2,544.91","2,546.49","2,513.76",36.92M,-0.04%
2022-02-24,"2,457.31","2,493.69","2,496.60","2,449.67",61.57M,-2.71%
2022-02-25,"2,477.26","2,482.59","2,494.31","2,467.67",50.73M,0.81%
2022-02-28,"2,496.85","2,462.62","2,496.85","2,454.69",61.89M,0.79%
2022-03-02,"2,485.91","2,496.60","2,501.06","2,479.90",51.30M,-0.44%
2022-03-03,"2,532.88","2,513.77","2,535.49","2,512.97",48.72M,1.89%
2022-03-04,"2,483.92","2,518.88","2,519.19","2,477.50",44.20M,-1.93%
2022-03-07,"2,421.65","2,444.40","2,444.40","2,412.86",57.91M,-2.51%
2022-03-08,"2,399.46","2,385.30","2,422.04","2,378.82",53.33M,-0.92%
2022-03-10,"2,461.74","2,433.87","2,464.44","2,433.87",74.21M,2.60%
2022-03-11,"2,433.07","2,445.55","2,449.82","2,418.99",51.84M,-1.16%
2022-03-14,"2,430.60","2,428.97","2,441.00","2,418.23",48.23M,-0.10%
2022-03-15,"2,409.75","2,415.29","2,428.19","2,405.95",47.89M,-0.86%
2022-03-16,"2,444.13","2,437.05","2,446.06","2,415.69",40.65M,1.43%
2022-03-17,"2,488.46","2,491.81","2,506.72","2,488.25",64.70M,1.81%
2022-03-18,"2,491.68","2,486.12","2,495.78","2,472.82",60.22M,0.13%
2022-03-21,"2,464.09","2,502.17","2,502.17","2,461.58",43.32M,-1.11%
2022-03-22,"2,484.70","2,462.74","2,487.95","2,462.74",45.62M,0.84%
2022-03-23,"2,509.38","2,502.78","2,520.58","2,495.31",47.40M,0.99%
2022-03-24,"2,495.05","2,486.63","2,495.99","2,475.67",68.51M,-0.57%
2022-03-25,"2,486.81","2,506.13","2,506.13","2,481.31",46.62M,-0.33%
2022-03-28,"2,485.64","2,476.19","2,493.70","2,461.41",39.36M,-0.05%
2022-03-29,"2,503.43","2,500.99","2,513.08","2,491.89",42.92M,0.72%
2022-03-30,"2,510.97","2,521.78","2,525.31","2,505.05",43.85K,0.30%
2022-03-31,"2,515.99","2,507.10","2,527.44","2,505.55",42.67M,0.20%
2022-04-01,"2,496.53","2,503.29","2,503.29","2,485.98",45.51M,-0.77%
2022-04-04,"2,508.09","2,485.82","2,509.24","2,476.67",33.11M,0.46%
2022-04-05,"2,507.56","2,516.16","2,521.10","2,500.33",34.67M,-0.02%
2022-04-06,"2,478.80","2,486.41","2,492.48","2,476.18",49.26M,-1.15%
2022-04-07,"2,443.47","2,460.39","2,464.94","2,440.04",58.80M,-1.43%
2022-04-08,"2,442.64","2,451.21","2,457.22","2,430.63",47.98M,-0.03%
2022-04-11,"2,439.79","2,431.03","2,453.24","2,426.28",43.21M,-0.12%
2022-04-12,"2,414.94","2,422.73","2,433.86","2,408.95",43.39M,-1.02%
2022-04-13,"2,462.12","2,424.67","2,465.53","2,421.61",42.87M,1.95%
2022-04-14,"2,446.06","2,462.05","2,462.49","2,438.70",48.72M,-0.65%
2022-04-15,"2,417.95","2,424.01","2,428.66","2,412.56",37.98M,-1.15%
2022-04-18,"2,417.10","2,405.80","2,424.79","2,401.49",29.94M,-0.04%
2022-04-19,"2,444.02","2,433.71","2,454.34","2,431.00",37.44M,1.11%
2022-04-20,"2,446.77","2,443.16","2,451.65","2,428.11",47.45M,0.11%
2022-04-21,"2,454.75","2,450.71","2,467.56","2,450.71",40.59M,0.33%
2022-04-22,"2,428.47","2,429.24","2,432.58","2,417.22",42.07M,-1.07%
2022-04-25,"2,385.59","2,400.72","2,407.53","2,385.16",46.34M,-1.77%
2022-04-26,"2,399.45","2,403.09","2,411.12","2,397.87",48.09K,0.58%
2022-04-27,"2,366.59","2,369.87","2,370.34","2,352.71",56.74M,-1.37%
2022-04-28,"2,394.02","2,384.67","2,394.02","2,366.01",61.41M,1.16%
2022-04-29,"2,431.60","2,395.78","2,433.61","2,392.34",66.41M,1.57%
2022-05-02,"2,421.39","2,404.94","2,425.28","2,403.14",37.98M,-0.42%
2022-05-03,"2,417.73","2,423.17","2,439.22","2,415.08",39.61M,-0.15%
2022-05-04,"2,420.83","2,428.86","2,438.00","2,408.89",36.86M,0.13%
2022-05-06,"2,383.38","2,395.42","2,395.42","2,377.40",43.93M,-1.55%
2022-05-09,"2,362.61","2,374.84","2,388.82","2,359.48",37.27M,-0.87%
2022-05-10,"2,351.66","2,349.58","2,358.77","2,318.77",52.73M,-0.46%
2022-05-11,"2,352.80","2,342.05","2,360.06","2,334.72",42.68M,0.05%
2022-05-12,"2,312.77","2,329.16","2,346.95","2,311.40",58.69M,-1.70%
2022-05-13,"2,365.42","2,329.32","2,368.18","2,324.11",52.96M,2.28%
2022-05-16,"2,351.99","2,383.72","2,389.23","2,350.26",38.40M,-0.57%
2022-05-17,"2,378.38","2,361.78","2,381.48","2,360.40",40.79M,1.12%
2022-05-18,"2,387.05","2,394.53","2,406.33","2,378.22",67.35M,0.36%
2022-05-19,"2,352.12","2,335.16","2,358.83","2,334.22",57.32M,-1.46%
2022-05-20,"2,395.87","2,363.65","2,398.85","2,362.47",44.29M,1.86%
2022-05-23,"2,401.46","2,408.20","2,409.91","2,388.81",37.15M,0.23%
2022-05-24,"2,354.82","2,391.57","2,395.39","2,354.82",47.54M,-1.94%
2022-05-25,"2,364.03","2,370.85","2,377.79","2,352.52",43.77M,0.39%
2022-05-26,"2,350.26","2,363.86","2,386.73","2,339.57",47.31M,-0.58%
2022-05-27,"2,375.91","2,379.41","2,384.50","2,369.99",38.01M,1.09%
2022-05-30,"2,409.34","2,400.63","2,411.70","2,388.90",38.30M,1.41%
2022-05-31,"2,422.86","2,403.00","2,424.85","2,388.83",93.70M,0.56%
2022-06-02,"2,394.46","2,407.69","2,412.01","2,387.12",46.30M,-1.17%
2022-06-03,"2,402.73","2,415.25","2,418.84","2,399.18",29.98M,0.35%
2022-06-07,"2,355.17","2,386.79","2,390.36","2,351.31",49.44M,-1.98%
2022-06-08,"2,361.19","2,361.86","2,374.79","2,355.30",45.73M,0.26%
2022-06-09,"2,364.48","2,356.58","2,366.76","2,345.12",70.37M,0.14%
2022-06-10,"2,328.45","2,333.41","2,338.47","2,320.21",52.64M,-1.52%
2022-06-13,"2,246.95","2,285.21","2,285.69","2,246.95",63.27M,-3.50%
2022-06-14,"2,235.81","2,219.12","2,243.27","2,203.75",63.73M,-0.50%
2022-06-15,"2,197.37","2,231.88","2,235.63","2,184.20",64.01M,-1.72%
2022-06-16,"2,197.71","2,229.74","2,244.95","2,192.65",59.10M,0.02%
2022-06-17,"2,182.97","2,156.64","2,186.55","2,147.24",97.90M,-0.67%
2022-06-20,"2,148.46","2,191.50","2,191.50","2,129.84",64.90M,-1.58%
2022-06-21,"2,159.27","2,158.02","2,176.07","2,144.21",50.78M,0.50%
2022-06-22,"2,105.28","2,166.45","2,166.46","2,105.28",59.60M,-2.50%
2022-06-23,"2,093.02","2,108.22","2,126.31","2,084.88",70.94M,-0.58%
2022-06-24,"2,137.36","2,107.31","2,146.36","2,100.77",57.21M,2.12%
2022-06-27,"2,163.14","2,153.45","2,184.91","2,136.36",54.13M,1.21%
2022-06-28,"2,181.09","2,166.68","2,181.09","2,153.70",45.44M,0.83%
2022-06-29,"2,130.34","2,146.29","2,151.16","2,128.87",54.97M,-2.33%
2022-06-30,"2,088.88","2,117.52","2,118.48","2,088.88",56.60M,-1.95%
2022-07-01,"2,061.85","2,096.77","2,109.71","2,049.12",60.36M,-1.29%
2022-07-04,"2,068.56","2,064.15","2,076.57","2,045.21",47.98M,0.33%
2022-07-05,"2,105.59","2,090.72","2,113.17","2,080.97",48.24M,1.79%
2022-07-06,"2,067.37","2,093.31","2,101.76","2,065.35",65.88M,-1.82%
2022-07-07,"2,108.71","2,079.01","2,121.00","2,079.01",59.18M,2.00%
2022-07-08,"2,122.77","2,126.46","2,140.01","2,118.65",47.13M,0.67%
2022-07-11,"2,112.68","2,128.42","2,136.53","2,110.50",37.61M,-0.48%
2022-07-12,"2,094.77","2,103.43","2,107.60","2,083.72",35.96M,-0.85%
2022-07-13,"2,106.48","2,103.60","2,120.49","2,098.33",39.90M,0.56%
2022-07-14,"2,098.59","2,093.32","2,117.06","2,088.72",45.12M,-0.37%
2022-07-15,"2,120.66","2,113.64","2,121.42","2,080.65",52.39M,1.05%
2022-07-18,"2,167.71","2,144.24","2,169.42","2,140.18",52.01M,2.22%
2022-07-19,"2,159.62","2,156.68","2,160.93","2,145.15",37.18M,-0.37%
2022-07-20,"2,175.06","2,198.39","2,201.90","2,171.95",49.71M,0.71%
2022-07-21,"2,203.14","2,176.91","2,206.49","2,176.91",40.89M,1.29%
2022-07-22,"2,183.42","2,198.99","2,210.07","2,181.02",37.88M,-0.90%
2022-07-25,"2,189.42","2,176.61","2,202.30","2,176.61",33.40M,0.27%
2022-07-26,"2,196.94","2,181.51","2,199.08","2,178.27",26.31M,0.34%
2022-07-27,"2,196.25","2,198.98","2,199.45","2,179.46",34.80M,-0.03%
2022-07-28,"2,209.51","2,218.51","2,222.59","2,203.99",44.55M,0.60%
2022-07-29,"2,215.37","2,227.87","2,238.14","2,206.48",49.10M,0.27%
2022-08-01,"2,211.67","2,207.12","2,220.07","2,197.13",35.90M,-0.17%
2022-08-02,"2,201.92","2,209.89","2,211.22","2,192.80",35.55M,-0.44%
2022-08-03,"2,219.82","2,201.42","2,219.82","2,193.80",34.70M,0.81%
2022-08-04,"2,236.05","2,236.50","2,242.73","2,226.98",43.97M,0.73%
2022-08-05,"2,248.92","2,245.48","2,255.85","2,240.73",39.51M,0.58%
2022-08-08,"2,244.20","2,237.56","2,246.02","2,232.02",41.13M,-0.21%
2022-08-09,"2,253.34","2,245.22","2,256.88","2,232.31",47.39M,0.41%
2022-08-10,"2,220.74","2,237.76","2,237.76","2,217.05",46.04M,-1.45%
2022-08-11,"2,261.46","2,248.74","2,261.46","2,245.49",56.14M,1.83%
2022-08-12,"2,263.89","2,254.46","2,267.42","2,252.72",39.64M,0.11%
2022-08-16,"2,272.91","2,278.88","2,285.69","2,266.34",43.52M,0.40%
2022-08-17,"2,259.30","2,274.05","2,280.70","2,254.41",35.51M,-0.60%
2022-08-18,"2,247.25","2,240.48","2,255.58","2,229.77",43.14M,-0.53%
2022-08-19,"2,232.88","2,248.84","2,249.54","2,227.45",62.43M,-0.64%
2022-08-22,"2,205.22","2,208.10","2,216.30","2,198.61",35.55M,-1.24%
2022-08-23,"2,173.68","2,191.51","2,196.18","2,170.34",35.74M,-1.43%
2022-08-24,"2,177.95","2,183.89","2,189.39","2,168.60",35.61M,0.20%
2022-08-25,"2,203.38","2,189.47","2,203.38","2,182.04",28.18M,1.17%
2022-08-26,"2,202.72","2,215.36","2,223.84","2,199.03",30.97M,-0.03%
2022-08-29,"2,149.55","2,159.91","2,159.91","2,142.30",35.96M,-2.41%
2022-08-30,"2,174.56","2,161.20","2,178.95","2,155.86",29.78M,1.16%
2022-08-31,"2,202.27","2,157.30","2,204.75","2,153.45",53.00M,1.27%
2022-09-01,"2,149.68","2,171.39","2,171.39","2,148.91",48.45M,-2.39%
2022-09-02,"2,133.90","2,159.64","2,161.74","2,128.81",43.83M,-0.73%
2022-09-05,"2,131.43","2,135.17","2,149.84","2,121.02",32.77M,-0.12%
2022-09-06,"2,133.13","2,136.83","2,146.71","2,123.74",25.03M,0.08%
2022-09-07,"2,103.88","2,117.16","2,119.40","2,092.66",44.38M,-1.37%
2022-09-08,"2,111.37","2,117.40","2,120.03","2,105.10",49.08M,0.36%
2022-09-13,"2,181.82","2,142.90","2,187.27","2,142.90",52.35M,3.34%
2022-09-14,"2,142.74","2,121.44","2,151.35","2,116.19",40.02M,-1.79%
2022-09-15,"2,123.79","2,144.55","2,149.22","2,123.79",35.23M,-0.88%
2022-09-16,"2,112.14","2,109.26","2,116.46","2,100.86",48.45M,-0.55%
2022-09-19,"2,100.53","2,118.30","2,119.93","2,093.78",33.77M,-0.55%
2022-09-20,"2,102.53","2,114.27","2,121.86","2,097.90",39.78M,0.10%
2022-09-21,"2,080.38","2,085.71","2,089.60","2,074.00",35.73M,-1.05%
2022-09-22,"2,055.56","2,051.07","2,059.46","2,041.96",39.99M,-1.19%
2022-09-23,"2,033.17","2,054.74","2,059.03","2,026.69",40.50M,-1.09%
2022-09-26,"1,985.16","2,004.42","2,005.91","1,980.74",56.89M,-2.36%
2022-09-27,"1,983.55","1,987.71","1,991.33","1,961.56",53.22M,-0.08%
2022-09-28,"1,937.74","1,966.46","1,978.73","1,922.66",60.40M,-2.31%
2022-09-29,"1,934.65","1,961.20","1,968.15","1,934.40",47.84M,-0.16%
2022-09-30,"1,926.97","1,928.74","1,947.05","1,905.81",63.77M,-0.40%
2022-10-04,"1,971.54","1,960.37","1,977.33","1,955.44",55.25M,2.31%
2022-10-05,"1,980.83","2,011.26","2,015.32","1,969.36",70.51M,0.47%
2022-10-06,"1,994.52","1,996.11","2,010.22","1,987.92",43.65M,0.69%
2022-10-07,"1,988.37","1,974.43","2,000.52","1,971.23",61.84M,-0.31%
2022-10-11,"1,957.70","1,944.83","1,957.70","1,932.21",60.53M,-1.54%
2022-10-12,"1,971.62","1,961.11","1,974.24","1,952.43",55.04M,0.71%
2022-10-13,"1,946.05","1,966.15","1,968.63","1,946.05",52.57M,-1.30%
2022-10-14,"1,989.43","1,980.60","1,996.78","1,971.98",50.79M,2.23%
2022-10-17,"1,989.84","1,964.94","1,994.12","1,959.77",55.43M,0.02%
2022-10-18,"2,015.12","2,015.04","2,017.49","1,989.69",53.44M,1.27%
2022-10-19,"1,999.87","2,012.67","2,026.94","1,997.98",51.54M,-0.76%
2022-10-20,"1,977.25","1,984.25","1,986.77","1,960.43",58.61M,-1.13%
2022-10-21,"1,983.78","1,971.19","1,994.98","1,971.19",40.39M,0.33%
2022-10-24,"2,002.07","2,017.81","2,018.91","1,995.98",50.30M,0.92%
2022-10-25,"2,008.34","1,999.54","2,022.47","1,994.90",49.03M,0.31%
2022-10-26,"2,025.45","2,012.88","2,035.43","2,007.46",56.03M,0.85%
2022-10-27,"2,056.77","2,039.08","2,061.03","2,033.00",59.84M,1.55%
2022-10-28,"2,027.32","2,040.55","2,052.62","2,024.86",59.84M,-1.43%
2022-10-31,"2,064.24","2,052.91","2,067.79","2,040.94",56.75M,1.82%
2022-11-01,"2,091.25","2,069.56","2,092.26","2,064.71",48.67M,1.31%
2022-11-02,"2,093.85","2,082.17","2,102.67","2,079.63",76.69M,0.12%
2022-11-03,"2,077.39","2,055.28","2,092.57","2,047.56",60.91M,-0.79%
2022-11-04,"2,093.51","2,073.14","2,093.51","2,061.91",57.86M,0.78%
2022-11-07,"2,120.05","2,107.36","2,122.08","2,101.49",47.91M,1.27%
2022-11-08,"2,149.42","2,135.89","2,153.15","2,129.38",63.30M,1.39%
2022-11-09,"2,173.18","2,158.22","2,178.63","2,152.04",64.13M,1.11%
2022-11-10,"2,143.32","2,154.09","2,168.69","2,143.32",62.17M,-1.37%
2022-11-11,"2,230.61","2,209.37","2,234.04","2,208.60",118.79M,4.07%
2022-11-14,"2,216.35","2,232.13","2,242.05","2,212.43",84.57M,-0.64%
2022-11-15,"2,218.94","2,225.17","2,226.49","2,202.15",49.41M,0.12%
2022-11-16,"2,214.50","2,223.44","2,223.44","2,188.39",54.69M,-0.20%
2022-11-17,"2,177.79","2,197.08","2,199.94","2,177.79",44.55M,-1.66%
2022-11-18,"2,180.43","2,184.83","2,206.15","2,177.35",45.03M,0.12%
2022-11-21,"2,163.21","2,180.72","2,183.03","2,151.18",37.07M,-0.79%
2022-11-22,"2,139.24","2,149.20","2,164.16","2,137.88",37.38M,-1.11%
2022-11-23,"2,151.72","2,160.23","2,163.52","2,142.97",38.28M,0.58%
2022-11-24,"2,177.65","2,170.81","2,178.02","2,163.01",32.69M,1.21%
2022-11-25,"2,168.34","2,176.31","2,184.39","2,166.47",30.54M,-0.43%
2022-11-28,"2,142.76","2,153.27","2,153.95","2,134.80",35.00M,-1.18%
2022-11-29,"2,165.21","2,139.59","2,165.86","2,134.77",30.94M,1.05%
2022-11-30,"2,206.80","2,157.14","2,206.80","2,156.33",73.99M,1.92%
2022-12-01,"2,212.66","2,239.69","2,239.69","2,209.87",56.47M,0.27%
2022-12-02,"2,163.91","2,203.27","2,203.27","2,163.91",47.97M,-2.20%
2022-12-05,"2,153.97","2,171.52","2,177.01","2,148.12",53.33M,-0.46%
2022-12-06,"2,129.15","2,131.71","2,148.38","2,126.70",42.87M,-1.15%
2022-12-07,"2,113.56","2,121.24","2,127.75","2,112.90",41.99M,-0.73%
2022-12-08,"2,114.35","2,117.14","2,119.53","2,100.12",54.37M,0.04%
2022-12-09,"2,137.42","2,124.90","2,141.57","2,118.72",52.30M,1.09%
2022-12-12,"2,124.20","2,119.78","2,132.86","2,117.22",33.92M,-0.62%
2022-12-13,"2,121.18","2,134.60","2,138.19","2,114.43",41.42M,-0.14%
2022-12-14,"2,147.09","2,129.46","2,148.93","2,128.08",37.25M,1.22%
2022-12-15,"2,104.33","2,127.66","2,134.37","2,104.33",39.82M,-1.99%
2022-12-16,"2,104.10","2,074.18","2,104.10","2,072.89",49.93M,-0.01%
2022-12-19,"2,099.16","2,095.74","2,107.14","2,088.20",32.54M,-0.23%
2022-12-20,"2,079.42","2,090.08","2,095.28","2,071.61",32.53M,-0.94%
2022-12-21,"2,070.13","2,090.95","2,090.98","2,068.49",31.93M,-0.45%
2022-12-22,"2,099.00","2,080.03","2,099.00","2,073.35",165.53M,1.39%
2022-12-23,"2,061.11","2,067.71","2,075.28","2,056.88",36.73M,-1.81%
2022-12-26,"2,062.42","2,058.21","2,067.69","2,051.47",29.69M,0.06%
2022-12-27,"2,074.06","2,073.36","2,081.36","2,065.13",48.15M,0.56%
2022-12-28,"2,021.15","2,040.17","2,040.17","2,017.95",59.97M,-2.55%
2022-12-29,"1,983.70","2,007.14","2,015.03","1,983.70",44.10M,-1.85%
2023-01-02,"1,981.70","1,996.43","2,009.31","1,978.00",37.89M,-0.10%
2023-01-03,"1,983.11","1,987.94","1,992.87","1,948.26",42.79M,0.07%
2023-01-04,"2,033.90","1,975.39","2,039.48","1,975.39",53.47M,2.56%
2023-01-05,"2,049.92","2,047.54","2,061.35","2,038.29",61.87K,0.79%
2023-01-06,"2,076.39","2,043.38","2,086.97","2,043.20",53.45K,1.29%
