감성도_벤치마킹,반응도_벤치마킹,감성도_시총가중,반응도_시총가중,감성도_뉴스빈도가중,반응도_뉴스빈도가중
0.03291416,0.03291416,0.3053596764455935,0.3053596764455935,0.13114371995267818,0.13114371995267818
0.03331732,0.03331732,0.021159644169963972,0.021159644169963972,0.029330876090237806,0.029330876090237806
0.032103716666666664,0.032103716666666664,0.011225745148615407,0.011225745148615407,0.001453723554848416,0.001453723554848416
0.03087927,0.03087927,0.008936192071689471,0.008936192071689471,0.00787318718639088,0.00787318718639088
0.025961581249999997,0.025961581249999997,0.008963107519460979,0.008963107519460979,0.13983223483202784,0.13983223483202784
0.033329276666666664,0.033329276666666664,0.01325855934844303,0.01325855934844303,0.04168708940562149,0.04168708940562149
0.014489791428571428,0.033100440952380954,0.005706576973872661,0.013036089242211528,0.07287750929011426,0.16648118814584284
0.006969141999999999,0.03302405133333333,0.010693473106688388,0.050672206823579834,0.010050143585036508,0.04762371862413141
0.011023875777777775,0.03323454355555556,0.1022735242424123,0.30833202083666816,0.04392371179437668,0.13242026145600747
0.031827501333333334,0.031827501333333334,0.020213468641306902,0.020213468641306902,0.028019315415221832,0.028019315415221832
0.026834994666666667,0.026834994666666667,0.01783617663443491,0.01783617663443491,0.04586897876772868,0.04586897876772868
0.032440790000000004,0.032440790000000004,0.01723435202107685,0.01723435202107685,0.01721758568514658,0.01721758568514658
-0.033314916666666666,0.033314916666666666,-0.009641047025582604,0.009641047025582604,-0.008494196106827655,0.008494196106827655
0.016082422809523808,0.026702631857142858,0.014581881780693431,0.024211191658488958,0.062209249410478,0.10328982795636131
0.02803673955555555,0.02803673955555555,0.00967954566063148,0.00967954566063148,0.1510092899082119,0.1510092899082119
0.03332470666666666,0.03332470666666666,0.013256741378709441,0.013256741378709441,0.04168137341002731,0.04168137341002731
0.024987316708333332,0.033317988708333336,0.009840862573457829,0.01312176701203695,0.12567561200058805,0.16757536114920307
0.024987316708333332,0.033317988708333336,0.03834061628086612,0.051123225243725826,0.036034008307411707,0.04804760334677857
0.033328851,0.033328851,0.038064237827950674,0.038064237827950674,0.010836329395422777,0.010836329395422777
0.016603566333333333,0.033264910333333335,0.15403885875834644,0.3086137472862241,0.0661555225299501,0.1325412553443751
0.033329196666666665,0.033329196666666665,0.022152619973087106,0.022152619973087106,0.05696949946287003,0.05696949946287003
0.033328457666666665,0.033328457666666665,0.009644965673168597,0.009644965673168597,0.00849764861162103,0.00849764861162103
0.005135771851851854,0.02990434577777778,0.004656588057862042,0.027114175521010683,0.019865944070191013,0.11567454275889887
0.022723347538461537,0.032977528051282054,0.007845123346996045,0.011385328451427878,0.12239071413140275,0.17762097779181524
0.03324298741666667,0.03324298741666667,0.013224233036663157,0.013224233036663157,0.04157916184045199,0.04157916184045199
0.03332780666666667,0.03332780666666667,0.03966986798812194,0.03966986798812194,0.033826778846598356,0.033826778846598356
0.020087750444444444,0.031195921555555558,0.00791124528660443,0.012286024164339722,0.10103287040735749,0.15690226282317313
0.01743960346666667,0.030769408800000002,0.02675938166593672,0.04721267632536416,0.025149511791566374,0.044372316773956665
0.03223457083333333,0.03223457083333333,0.019215097969464252,0.019215097969464252,0.013544489845524128,0.013544489845524128
0.033328536666666665,0.033328536666666665,0.054730114060429734,0.054730114060429734,0.014439238746787358,0.014439238746787358
0.011111122,0.033326959777777776,0.10308294724421087,0.30918940828681424,0.04427133707583731,0.13278848617042205
0.033295101555555554,0.033295101555555554,0.021145533359777122,0.021145533359777122,0.029311316100391154,0.029311316100391154
0.030837954444444444,0.030837954444444444,0.02049678821807237,0.02049678821807237,0.05271122633795219,0.05271122633795219
-0.012589897111111109,0.031844976222222224,-0.003643406685057558,0.009215659050235385,-0.00321000517865803,0.008119410165581062
0.006260582866666667,0.0329140922,0.005676450639384179,0.02984310306125168,0.024216883589007192,0.12731669817664093
0.03331417666666667,0.03331417666666667,0.01856649321506848,0.01856649321506848,0.0113751747521723,0.0113751747521723
0.0332948,0.0332948,0.011494865022481995,0.011494865022481995,0.17932984310365918,0.17932984310365918
0.0332948,0.0332948,0.013244844351393793,0.013244844351393793,0.041643967201076965,0.041643967201076965
0.006473057666666667,0.025597881,0.0025493121839084867,0.010081323738483541,0.032556736414283555,0.12874649159588783
0.006473057666666667,0.025597881,0.009932279766511155,0.03927746802428615,0.009334744360815349,0.036914498158120174
0.011110090222222221,0.03332809111111111,0.10307337497111062,0.3091999041822167,0.04426722604350527,0.13279299387354557
0.03326987666666667,0.03326987666666667,0.02112951317348616,0.02112951317348616,0.029289109389575577,0.029289109389575577
0.032752645,0.032752645,0.021769408517549972,0.021769408517549972,0.05598400136662177,0.05598400136662177
0.020033488666666665,0.020033488666666665,0.007878953102300619,0.007878953102300619,0.0034324910210907903,0.0034324910210907903
0.03332805666666667,0.03332805666666667,0.01770571742462901,0.01770571742462901,0.01768849252369483,0.01768849252369483
0.020018173733333332,0.0328030196,0.018150414667122673,0.029742393886927825,0.07743333061619004,0.1268870525220087
-2.083441666666727e-05,0.03330458158333333,-7.192979306242485e-06,0.011498242065747698,-0.00011221670266797767,0.17938252790141956
0.03332848533333333,0.03332848533333333,0.010561544490902276,0.010561544490902276,0.009068698126436287,0.009068698126436287
0.033328215333333334,0.033328215333333334,0.027272771577864487,0.027272771577864487,0.004350764454235112,0.004350764454235112
0.010753759,0.03296298477777778,0.004235199229367112,0.01298195428486767,0.0540868497168849,0.16578984184931342
0.032363202333333334,0.032363202333333334,0.04965819806768392,0.04965819806768392,0.04667071360026651,0.04667071360026651
0.03319437126666667,0.03319437126666667,0.3079593241876517,0.3079593241876517,0.13226019832804364,0.13226019832804364
-0.03331131666666667,0.03331131666666667,-0.011648008090386987,0.011648008090386987,-0.001508406213029788,0.001508406213029788
0.025397060000000003,0.025397060000000003,0.0073496881958745085,0.0073496881958745085,0.006475405907069707,0.006475405907069707
-4.96953333333338e-05,0.03327592533333333,-4.50586012009143e-05,0.03017117601624699,-0.0001922290827996026,0.12871632358775612
0.03311917259259259,0.03311917259259259,0.011434230528735328,0.011434230528735328,0.178383892522335,0.178383892522335
0.03332315153333333,0.03332315153333333,0.013256122738593095,0.013256122738593095,0.041679428303838764,0.041679428303838764
0.03242291333333333,0.03242291333333333,0.038592779434539815,0.038592779434539815,0.03290833776907487,0.03290833776907487
0.03332944333333333,0.03332944333333333,0.013126278236342116,0.013126278236342116,0.16763297305783317,0.16763297305783317
0.03332944333333333,0.03332944333333333,0.051140801255864,0.051140801255864,0.048064121969295194,0.048064121969295194
0.03332004044444444,0.03332004044444444,0.030211175047648125,0.030211175047648125,0.12888696752507736,0.12888696752507736
0.019242921133333334,0.032544565133333335,0.006643523344964768,0.011235850145459365,0.10364471412042586,0.17528898684591843
0.03332521,0.03332521,0.010560506562584306,0.010560506562584306,0.009067806906539362,0.009067806906539362
0.024035622666666666,0.03236743266666667,0.009561495522088513,0.012875932810054991,0.030062913187288366,0.040484048690898694
0.03332867233333334,0.03332867233333334,0.013125974590090992,0.013125974590090992,0.16762909525462671,0.16762909525462671
0.03332867233333334,0.03332867233333334,0.009715274266860491,0.009715274266860491,0.01282133480615726,0.01282133480615726
0.03332712933333333,0.03332712933333333,0.019866374473917092,0.019866374473917092,0.014003566765933706,0.014003566765933706
0.01602951725,0.03269166725,0.14871314355399196,0.3032955097115346,0.0638682719294864,0.13025721618355568
0.03327178,0.03327178,0.021130721969874044,0.021130721969874044,0.0292907849875576,0.0292907849875576
0.03276135475,0.03276135475,0.0297046164995089,0.0297046164995089,0.12672588656610773,0.12672588656610773
0.03332942333333334,0.03332942333333334,0.018574990412404364,0.018574990412404364,0.011380380748990315,0.011380380748990315
0.031411104333333335,0.031411104333333335,0.011089133204997548,0.011089133204997548,0.006714567238064113,0.006714567238064113
0.024055271375000003,0.03195848840277778,0.008304963463808159,0.011033510052995868,0.12956461794318316,0.17213230627906614
0.03331789444444445,0.03331789444444445,0.010558188318454611,0.010558188318454611,0.009065816340082562,0.009065816340082562
0.026289630692307695,0.03141603530769231,0.010458151620530546,0.01249746199971997,0.03288214731065776,0.03929407426809635
0.0025695383333333363,0.030759885,0.003058504494257718,0.036613287801511865,0.002608008556004295,0.03122041116142451
0.03332924833333333,0.03332924833333333,0.027273616890845037,0.027273616890845037,0.0043508993051305555,0.0043508993051305555
0.008775906625,0.032432378875,0.0034562531088150415,0.012772983476563143,0.04413909059667317,0.1631211190592236
0.033319258944444444,0.033319258944444444,0.019861682917937034,0.019861682917937034,0.014000259744942576,0.014000259744942576
0.014212223083333333,0.03169288045,0.13185327659278748,0.2940293089612761,0.05662741518986525,0.12627763364547384
0.02403309323809524,0.03200253,0.015263283518051948,0.020324628371627646,0.021157514464900044,0.02817340176233017
0.03332942333333334,0.03332942333333334,0.01677448595889533,0.01677448595889533,0.0025425701314948116,0.0025425701314948116
0.016856207083333335,0.03007227541666667,0.011203664865952135,0.01998787116575446,0.02881226601361182,0.051402453390377884
-0.029436245,0.029436245,-0.015638170602770875,0.015638170602770875,-0.015622957102353782,0.015622957102353782
0.028388953794871795,0.032680188974358974,0.025740174413847905,0.02963102374802777,0.10981277684615276,0.1264119250417622
0.030605075111111112,0.030605075111111112,0.010804578885687685,0.010804578885687685,0.006542267106523933,0.006542267106523933
0.031518495466666664,0.031518495466666664,0.010881604668027562,0.010881604668027562,0.1697624508001468,0.1697624508001468
0.03300675077777778,0.03300675077777778,0.013130256874854715,0.013130256874854715,0.04128368534437508,0.04128368534437508
0.03331842,0.03331842,0.039658695100831774,0.039658695100831774,0.033817251646065305,0.033817251646065305
0.019202564999999998,0.032493939,0.0075626288900348115,0.012797227965765453,0.09658076281360906,0.16343074039530037
0.03331724333333333,0.03331724333333333,0.009711942724923102,0.009711942724923102,0.012816938140306485,0.012816938140306485
-0.033228435,0.033228435,-0.05098581375581717,0.05098581375581717,-0.0479184586647901,0.0479184586647901
0.03320412833333333,0.03320412833333333,0.010453552408179653,0.010453552408179653,0.004131382997457073,0.004131382997457073
0.031785121,0.031785121,0.021471749623369972,0.021471749623369972,0.02585547720556431,0.02585547720556431
0.03332953466666667,0.03332953466666667,0.019867808298362537,0.019867808298362537,0.014004577451420318,0.014004577451420318
0.00987747575925926,0.031578446796296296,0.09163784832870109,0.29296765575580314,0.0393559767228349,0.12582168231527188
-0.02171042,0.02171042,-0.01378816669469421,0.01378816669469421,-0.01911275093215843,0.01911275093215843
0.03312769833333333,0.03312769833333333,0.03003677906522125,0.03003677906522125,0.12814295908157575,0.12814295908157575
0.027113830805555555,0.03136902747222222,0.009360915979440497,0.01083000158222077,0.1460383911091053,0.16895739799932682
0.031014076444444445,0.031014076444444445,0.012337560676408788,0.012337560676408788,0.03879131823059872,0.03879131823059872
0.03271821844444445,0.03271821844444445,0.03894427915641356,0.03894427915641356,0.0332080640842727,0.0332080640842727
0.019995812866666664,0.033326031533333335,0.007875037114322131,0.013124934552451603,0.10057046335949626,0.16761581314994756
0.03332319216666667,0.03332319216666667,0.00971367680382139,0.00971367680382139,0.012819226619820757,0.012819226619820757
-0.03332554666666667,0.03332554666666667,-0.0511348221984412,0.0511348221984412,-0.04805850261765865,0.04805850261765865
-0.03332598333333334,0.03332598333333334,-0.010491915638676505,0.010491915638676505,-0.004146544656576724,0.004146544656576724
-0.03332391333333333,0.03332391333333333,-0.022511247434427374,0.022511247434427374,-0.027107201561076346,0.027107201561076346
0.0333279545,0.0333279545,0.01986686635756658,0.01986686635756658,0.014003913488761049,0.014003913488761049
0.015275742666666666,0.030086965407407407,0.14172003290254043,0.27913050255682326,0.06086492009355579,0.11987899936121574
0.03332942666666667,0.03332942666666667,0.021167333046462775,0.021167333046462775,0.029341534184582303,0.029341534184582303
0.03330624066666667,0.03330624066666667,0.02213736201325122,0.02213736201325122,0.05693026083846665,0.05693026083846665
4.009999999970981e-07,0.03332688566666667,2.1303350382188835e-07,0.0177050953242974,2.128262554558502e-07,0.017687871028569797
0.005579764111111112,0.03329708005555555,0.005059154431892922,0.03019035693582617,0.02158337343513872,0.12879815326022018
0.0333261,0.0333261,0.01176518845632867,0.01176518845632867,0.0071239246114306225,0.0071239246114306225
0.014366572666666669,0.032810976,0.00495998815547811,0.011327827179496385,0.07738010807245133,0.1767239081825969
0.03332904766666667,0.03332904766666667,0.010561722690075125,0.010561722690075125,0.009068851137627627,0.009068851137627627
0.011299231111111113,0.032125103333333335,0.004494892816809022,0.012779532942755084,0.014132681673669748,0.040180951666462676
0.03332682333333333,0.03332682333333333,0.03966869753295483,0.03966869753295483,0.03382578079114479,0.03382578079114479
0.031861955000000004,0.031861955000000004,0.012548330984740275,0.012548330984740275,0.16025212874597144,0.16025212874597144
0.031861955000000004,0.031861955000000004,0.009287727648058037,0.009287727648058037,0.01225709768898134,0.01225709768898134
0.033328954333333334,0.033328954333333334,0.022514652772725487,0.022514652772725487,0.027111302141992595,0.027111302141992595
0.033328866666666665,0.033328866666666665,0.013300076064148634,0.013300076064148634,0.009259151552237494,0.009259151552237494
