일자,kospi,감성수치_벤치마킹,반응도_벤치마킹,감성수치_mc,반응도_mc,감성수치_ns,반응도_ns,감성수치_벤치마킹_ma7,감성수치_벤치마킹_ma15,감성수치_벤치마킹_ma30,감성수치_벤치마킹_ma90,감성수치_mc_ma7,감성수치_mc_ma15,감성수치_mc_ma30,감성수치_mc_ma90,감성수치_ns_ma7,감성수치_ns_ma15,감성수치_ns_ma30,감성수치_ns_ma90,반응도_벤치마킹_ma7,반응도_벤치마킹_ma15,반응도_벤치마킹_ma30,반응도_벤치마킹_ma90,반응도_mc_ma7,반응도_mc_ma15,반응도_mc_ma30,반응도_mc_ma90,반응도_ns_ma7,반응도_ns_ma15,반응도_ns_ma30,반응도_ns_ma90,감성+반응,감성+반응_벤치마킹_ma7,감성+반응_벤치마킹_ma15,감성+반응_벤치마킹_ma30,감성+반응_벤치마킹_ma90,감성+반응_mc,감성+반응_mc_ma7,감성+반응_mc_ma15,감성+반응_mc_ma30,감성+반응_mc_ma90,감성+반응_ns,감성+반응_ns_ma7,감성+반응_ns_ma15,감성+반응_ns_ma30,감성+반응_ns_ma90
2018-01-17,0.5725303766117875,0.1315245783888889,0.1981765703888889,0.3621675700950842,0.4044978785934654,0.5036621295635422,0.5623391575633789,0.204322562514777,0.21956944802015732,,,0.3039293429665862,0.28090356981579323,,,0.46415883166526173,0.4703078438843216,,,0.27019509955181403,0.3169763039168959,,,0.4812436990883901,0.47781905316405054,,,0.6307655566899942,0.696734593497326,,,0.026065089866954574,0.05520695511936192,0.06959831208650247,,,0.14649601379881175,0.14626408127074392,0.1342210777597841,,,0.28322893763533974,0.2927754038479161,0.3276797444273467,,
2018-01-18,0.572736120919776,0.1982292958190476,0.4115490859174603,0.4730669287209893,0.5895923009789348,0.5920992719953342,0.8046402471452945,0.1894713170706727,0.21536476995552975,,,0.36841158760294873,0.2913671399884856,,,0.4929496793676388,0.4764968937817294,,,0.26335030509002266,0.3184598533653819,,,0.4884936366984876,0.4779509509645154,,,0.6259825946964916,0.6948751190657261,,,0.08158108549639088,0.049897329156370074,0.06858503306010721,,,0.27891661902164583,0.17996671623002788,0.1392592016373078,,,0.4764269045528746,0.30857791934535816,0.3311058358010278,,
2018-01-19,0.5751446635623071,0.1617242736388889,0.2283711963611111,0.4166462469197606,0.4680235918629736,0.5434346208070772,0.701665863398582,0.1898664810238473,0.20858890666775196,,,0.4145105209912986,0.30277721135676544,,,0.5194006796415142,0.4792368607160221,,,0.2675533111463719,0.31124361869760414,,,0.488928721289815,0.4758131314461254,,,0.6522745019811401,0.6907139022584678,,,0.03693316585154476,0.05079940567364012,0.06492196613144793,,,0.19500027301961376,0.20266609898945065,0.14406537306618794,,,0.3813095224092788,0.33879181964183436,0.3310155621712615,,
2018-01-22,0.5653210013841609,0.1673721825791269,0.3939958007918542,0.0620218502779528,0.5433565576066055,0.2225141033328463,0.8150565539715896,0.12575458334732045,0.18134584382994065,,,0.23887557407464466,0.24893506346465608,,,0.36497986586022035,0.4077264232320156,,,0.2857295313224569,0.31707628979101166,,,0.4793581338111131,0.500864071114981,,,0.6675733741242126,0.6838951946686255,,,0.06594393710554353,0.03593179816148071,0.057500467330617804,,,0.033699979063420725,0.11450694940147997,0.12468262933017381,,,0.1813615782725479,0.2436508405397098,0.2788421415878017,,
2018-01-23,0.5839887606615137,0.1257618704999999,0.2506183067222222,0.185929630087449,0.4382142429751193,0.5463255782255219,0.6806977497268114,0.11443890957143234,0.16881123973344087,,,0.20747109164938513,0.2414748921918984,,,0.3598049874481991,0.4136124368918904,,,0.2803517166841349,0.3017516928959119,,,0.4763521663845944,0.49296766438773687,,,0.6606299617298212,0.6758276596358253,,,0.03151822703492936,0.03208314475381153,0.050939077369423415,,,0.08147701209541543,0.09882930396936133,0.11903931361212072,,,0.37188259171631183,0.2376979550881026,0.27953072522091676,,
2018-01-24,0.5847464597153607,0.1116638400972883,0.4488615407566324,0.3573997883419764,0.5770286805005019,0.3684707329081683,0.7880386722124445,0.1116016612440608,0.158431918887828,,,0.2067899799703697,0.2519386471201847,,,0.34049193078314566,0.4044929844382396,,,0.3161638553080982,0.30419421509178624,,,0.5009994237998853,0.49566585429966775,,,0.6928727495368305,0.6755208629779245,,,0.05012160331287106,0.03528441147771063,0.048194073211568385,,,0.2062299282781293,0.10360166081274502,0.12487738475592888,,,0.29036918711009924,0.23591758027682233,0.2732434499162358,,
2018-01-25,0.5978609726746443,0.1505880632651492,0.3570162256098255,0.3813045535211451,0.5085573434561067,0.4176656811565619,0.7352250263751363,0.10479577087921818,0.15747050863846762,,,0.19368106922753484,0.26375598760532243,,,0.31557284637760674,0.4033480678863609,,,0.3083734466927218,0.2974352606419474,,,0.48942300129662414,0.49228394691160227,,,0.682956289426808,0.6667128779975273,,,0.053762381968817184,0.032316233064845275,0.04683728178030265,,,0.19391523078643041,0.09479197019567934,0.12984283859991577,,,0.3070782614443225,0.2155224602059064,0.2689173511752577,,
2018-01-26,0.6046428701758065,0.0403924122222222,0.2893814374920634,0.276931356524382,0.4204361421330912,0.2076063917128326,0.7249727117322193,0.08746264781969437,0.14001746852476385,,,0.17372179917105215,0.28077199695585114,,,0.26759738507842895,0.39115093812863677,,,0.317089195425715,0.2860965133314183,,,0.48262479419235527,0.4843901738732582,,,0.6862858391887562,0.6591696600396877,,,0.011688814312638652,0.027733460626949556,0.04005850955042654,,,0.11643195117279483,0.08384244757165472,0.13600319642418665,,,0.1505089687729936,0.18364829598326635,0.2578348309104584,,
2018-01-29,0.6173243554157706,0.2560427306055555,0.4377540468574074,0.0953689827151644,0.5908909446004151,0.3153963259939031,0.7761730752993025,0.14518791313034818,0.14504899010883798,0.17938546264719607,,0.2996532653313627,0.2860086186001418,0.2687601071060783,,0.4314397682256,0.41467566688397656,0.42276871989172427,,0.3022140046657676,0.2944634431100603,0.30379827037077967,,0.4765379856849509,0.4821225026401818,0.47725517478475504,,0.695674414704018,0.6849227913738586,0.6778560478924353,,0.11208374149100288,0.0438778206561881,0.04271162504708551,0.05449699328188027,,0.05635266828214416,0.14279616346492574,0.13789119097616162,0.12826715189208088,,0.2448021362847891,0.30014160824038144,0.2840208152769896,0.28657633363834817,
2018-01-30,0.6008432738383589,0.2820298898417989,0.2859715350269841,0.5076613743088387,0.5090222078134766,0.6450216158726741,0.6662517963401812,0.16751191589346234,0.14524182434569866,0.18447931008636717,,0.3456149430772756,0.28515755001005944,0.27412611098851086,,0.44553920217519316,0.4146639369648944,0.4386093901946749,,0.30726446585216216,0.293438419129637,0.30902350598279027,,0.4866534092332877,0.4800196696190617,0.4826665397840088,,0.6936107070773565,0.680599087875853,0.6944043908776362,,0.08065252052155045,0.05147045936087702,0.04261953132750623,0.05700844318417551,,0.25841091357230883,0.16819469033052484,0.1368812329452098,0.13231150145527168,,0.4297468102534155,0.309030761051417,0.2822198972733173,0.30457228643134465,
2018-01-31,0.6001504562252714,0.3043877126957672,0.4750092257666667,0.4143250482416354,0.5926761200758921,0.4516501568120095,0.7888081816260224,0.195043897693245,0.15186956606333532,0.18910408520069694,,0.35374712306294115,0.28572848608855067,0.2812329434884718,,0.45742197701859905,0.4059372989450504,0.43855800801911105,,0.31099984942502423,0.30588816690138304,0.31453145589895437,,0.48888875774405777,0.48891434329340444,0.4863091364614968,,0.693720636993582,0.6845661908850844,0.6963335170520062,,0.14458697174050297,0.06065862281386903,0.04645510317122213,0.05947918323461512,,0.2455605620421093,0.17294299154977563,0.1396967551362024,0.13676614989240365,,0.35626533892598905,0.31732306527220616,0.2778909504769929,0.3053826401552695,
2018-02-01,0.6012763015576786,0.1223404448333333,0.3934943886111111,0.1993647682258171,0.5405499965296874,0.2984704044351975,0.7328139183253325,0.19100852363155704,0.15125729049296494,0.18541336925656113,,0.32775572516360857,0.27487496596393285,0.277889267889863,,0.4403940803441184,0.39225785060316076,0.43128284724374116,,0.31621101556806497,0.3189093547828646,0.31794282934988016,,0.4934591367545692,0.49798448448915256,0.4879017688266016,,0.6933761929864671,0.6959311749358813,0.6963328842166038,,0.04814027854210385,0.06039899923969139,0.04823736491731576,0.05895085122072513,,0.10776662477260737,0.16173405720560213,0.13688346822452246,0.1355826653413935,,0.2187232665783038,0.3053587708427812,0.2729844668480811,0.3003164289343832,
2018-02-02,0.5779212204180334,0.0311147654722222,0.2873951596388889,-0.0874058880246536,0.4326986333218548,0.0331172472734761,0.6701589277704231,0.18968314552441415,0.14011632180317657,0.17774054587935317,,0.2757075473708892,0.23751011151422335,0.2644386257513545,,0.41546705970992465,0.35499238228837016,0.41574463803504974,,0.31592726158904005,0.3106324263642931,0.3145461398648374,,0.4952109212101069,0.4875249066453472,0.4827379288049313,,0.6855456524204963,0.6869657536442233,0.6909204363549747,,0.008942232990015888,0.05992607673512354,0.043524673014960845,0.05590760260381958,,-0.03782040829255069,0.13653338851811722,0.11579209494329774,0.12765455449123125,,0.02219381892350071,0.2848216365080656,0.24386760943668842,0.2872464667234176,
2018-02-05,0.5597135779561982,0.2115191915277777,0.4143132829166666,0.1476576901245555,0.5193464704846159,0.3726843460890023,0.7864914855965197,0.16859947949102416,0.15759226206191554,0.1725116761866239,,0.15805028345972993,0.21772977945437344,0.24023241414304572,,0.33329079186466987,0.3717085349309824,0.40087082145454145,,0.33155087691989793,0.3220233314594341,0.3163148333921611,,0.4835701984942529,0.48427425645740213,0.48884097056696757,,0.6740578763405795,0.6935455060855847,0.6850707561449618,,0.08763521064175275,0.05589930527348741,0.050748385241406235,0.05456800211117439,,0.07668550020609903,0.07642840694469455,0.10544092705390085,0.11743544649133218,,0.29311306501410694,0.22465728336816945,0.2577967839750394,0.2746248767703147,
2018-02-06,0.5389079023263132,0.2533875056333333,0.3209468596333333,0.3686712618936679,0.4542715430440724,0.6413936653410159,0.6844930576517625,0.16450771031838624,0.163326616932196,0.17233623038106835,,0.13819455311470555,0.23817307356208778,0.24355406851337194,,0.3327725132172902,0.39963383906486033,0.403680131148438,,0.33654735186366214,0.31715340204886616,0.31711484591993894,,0.4757486749557666,0.4783352554865666,0.48959966330077376,,0.6766637708136625,0.6848412729975963,0.6843682338331109,,0.08132392420334188,0.05536463426880733,0.05179959220517791,0.05465037714371559,,0.16747686301644185,0.06574587553042548,0.11392657799234207,0.11924398993968048,,0.4390295111477433,0.22517510361675092,0.2736857470780955,0.27626585838757506,
2018-02-07,0.5081918798434492,0.3013665916259259,0.3783875248380471,0.395635267990125,0.5412163883819125,0.560112257369539,0.7861057381823997,0.1640761215941232,0.17503359834059104,0.171922419037016,,0.13552458450734692,0.2521534494222662,0.2468141708070823,,0.348267099011223,0.4005529510077948,0.4070826939498426,,0.32274425173100213,0.32567134992325447,0.31371152140958325,,0.4683972847137695,0.4852020651803528,0.48908486478404484,,0.6762777074645736,0.6918684722279689,0.6838480659318971,,0.11403335867421263,0.05295462509082021,0.057003428253505,0.05393404364051819,,0.21412429085812554,0.0634793473952031,0.12234537440203319,0.120713075355968,,0.4403074595444917,0.23552527530464756,0.27712995826016745,0.2783827129319462,
2018-02-08,0.5141781527983352,0.2506953911944444,0.3492073557777778,0.4464142551461775,0.5020573981864483,0.6840258150841275,0.7474478634927948,0.18241254250285333,0.1843023684137348,0.1713671436507814,,0.17081736835311268,0.2580877472092129,0.2550131971646988,,0.4033464433896415,0.42158995648619213,0.4130414704622158,,0.3164175327548117,0.31902773759133074,0.3116109763415585,,0.46289834209330677,0.4802039796927493,0.48793491699620856,,0.6783682710599254,0.6891624183133255,0.682341640645625,,0.08754467466468753,0.05771852664228508,0.058797567627757744,0.053399882945884096,,0.22412557945203118,0.07907107661139755,0.12393476331980029,0.12442984319149507,,0.5112736340585486,0.2736174294404012,0.2905439539486338,0.2818353946098698,
2018-02-09,0.4904442221317666,0.0172382816015872,0.2908896164269841,0.1262945338919679,0.4440149559565461,-0.1687337739028937,0.7332241009413318,0.1804301876641912,0.17541238296949732,0.16644144580398246,,0.20134600005548717,0.24108707923393444,0.2524215334196284,,0.3745105832215887,0.3824966594822284,0.3929223636842947,,0.31691674086739674,0.31461929697914137,0.3060272788105444,,0.4645149596125484,0.47590115385944526,0.48409255038552373,,0.6873775815129123,0.6890290232844053,0.6778709506409663,,0.005014437122946038,0.057181347028628246,0.05518812061129916,0.05093562274068546,,0.05607666190359465,0.09352822908392279,0.1147336191880329,0.12219538388533263,,-0.1237196696683872,0.2574301789458459,0.26355129969258756,0.2663506561987683,
