Date,Open,High,Low,Close,Volume,Change
2022-10-17,329500,330000,324000,328000,60583,-0.02235469448584204
2022-10-18,335500,356000,335500,355500,161150,0.08384146341463405
2022-10-19,355500,369000,352500,362500,128667,0.019690576652601877
2022-10-20,358500,363000,354500,358000,106377,-0.012413793103448256
2022-10-21,357000,364000,349500,360000,75084,0.005586592178770999
2022-10-24,368500,376000,366500,370500,100744,0.029166666666666563
2022-10-25,371000,376000,368500,372500,82069,0.005398110661268607
2022-10-26,372500,390000,370000,380500,116441,0.021476510067114152
2022-10-27,387000,387500,377500,378500,58343,-0.005256241787122251
2022-10-28,379000,388000,373500,383000,65727,0.011889035667107084
2022-10-31,387000,391500,384000,390000,73188,0.018276762402088753
2022-11-01,391000,394500,381500,385500,56216,-0.011538461538461497
2022-11-02,385500,405500,385000,400500,143083,0.03891050583657596
2022-11-03,392500,394500,383000,385500,87626,-0.03745318352059923
2022-11-04,382500,407500,381000,404500,126982,0.04928664072632949
2022-11-07,404000,411500,399000,403000,80727,-0.003708281829419069
2022-11-08,405000,412000,399500,412000,89818,0.022332506203474045
2022-11-09,413000,417000,403500,411000,83718,-0.0024271844660194164
2022-11-10,409000,415000,405500,410000,87163,-0.0024330900243308973
2022-11-11,441000,476500,431000,465000,440586,0.13414634146341453
